mij_mii,mij
.0044059,.0036739
.0001068,.000089
.0004406,.0003674
.0000734,.0000612
.0002937,.0002449
.0001569,.0001308
.0004406,.0003674
.0001469,.0001225
.0004406,.0003674
.0001154,.0000963
.0013218,.0011022
.0012574,.0010485
.0017624,.0014696
.000219,.0001826
.0165957,.0138383
.0005042,.0004205
.0029373,.0024493
.0014553,.0012135
.0020561,.0017145
.0001748,.0001457
.0001469,.0001225
.0002662,.000222
.0058746,.0048985
.0002937,.0002449
.0019092,.001592
.0001424,.0001187
.0002937,.0002449
.0003377,.0002816
.0035247,.0029391
.0000932,.0000659
.0002796,.0001977
.0000522,.0000369
.0076722,.0054248
.0000621,.0000439
.0008387,.000593
.0000621,.0000439
.0107473,.0075991
.0001321,.0000934
.0002174,.0001537
.0007144,.0005051
.1126297,.0796373
.0001314,.0000929
.0006212,.0004393
.0000311,.000022
.0002174,.0001537
.0000932,.0000659
.0013667,.0009664
.0001024,.0000724
.0001553,.0001098
.0000433,.0000306
.0003417,.0002416
.0000932,.0000659
.0003106,.0002196
1,.7070721
.2269367,.1604606
.0000932,.0000659
.0018948,.0013397
.0001954,.0001382
.0000621,.0000439
.0003727,.0002636
.0042865,.0030309
.0000311,.000022
.0007455,.0005271
.0000315,.0000223
.000528,.0003734
.0000311,.000022
.0001242,.0000879
.0000778,.000055
.0002796,.0001977
.0000724,.0000512
.0004349,.0003075
.0000311,.000022
.000528,.0003734
.0000621,.0000439
.014599,.0103225
.0000932,.0000659
.0006834,.0004832
.000249,.0001761
.0007455,.0005271
.0000621,.0000439
.0001553,.0001098
.0000611,.0000432
.0059328,.0041949
.0006523,.0004612
.0011493,.0008126
.000169,.0001195
.0013357,.0009444
.0002174,.0001537
.0143505,.0101468
.0005457,.0004463
.0003313,.000271
.0000707,.0000578
.0143583,.0117432
.0002207,.0001805
.000994,.000813
.0001839,.0001504
.0043075,.003523
.0001787,.0001461
.0001104,.0000903
.0001104,.0000903
.0968633,.0792214
.0001778,.0001454
.0012149,.0009937
.0002009,.0001643
.0006627,.000542
.0001104,.0000903
.0025403,.0020776
.0001385,.0001133
.0004418,.0003613
.0000586,.0000479
.0002209,.0001807
.0005398,.0004415
.000994,.000813
.0522421,.0427272
1,.8178684
.0006301,.0005154
.0011045,.0009033
.0002644,.0002162
.0001104,.0000903
.0004114,.0003365
.0045284,.0037036
.0003491,.0002855
.0002209,.0001807
.0000427,.0000349
.0004418,.0003613
.0000774,.0000633
.0003313,.000271
.0001053,.0000861
.0003336,.0002728
.0000979,.0000801
.0008836,.0007227
.0001104,.0000903
.0013254,.001084
.0001104,.0000903
.0189971,.0155372
.0001104,.0000903
.0003313,.000271
.0003369,.0002755
.0001104,.0000903
.0002762,.0002259
.0007731,.0006323
.0000827,.0000676
.0033135,.00271
.0001104,.0000903
.0006627,.000542
.0002287,.000187
.0013254,.001084
.0004393,.0003593
.0062956,.0051489
.0001361,.0000858
.000313,.0001975
.000029,.0000183
.0025669,.0016191
.0000626,.0000395
.0005948,.0003752
.0000626,.0000395
.0050712,.0031987
.0001009,.0000636
.0002504,.000158
.0030365,.0019153
.2308969,.1456403
.0000939,.0000592
.0028173,.0017771
.0001565,.0000987
.0014087,.0008885
.0007513,.0004739
.0026921,.0016981
.0000626,.0000395
.0005009,.0003159
.0000341,.0000215
.0001252,.000079
.0000313,.0000197
.0000939,.0000592
.0000626,.0000395
.0009078,.0005726
1,.6307593
.3018939,.1904224
.0001316,.000083
.0001252,.000079
.0001252,.000079
.0015965,.001007
.0000626,.0000395
.0009391,.0005924
.0000235,.0000148
.0001252,.000079
.0000381,.000024
.0001866,.0001177
.000052,.0000328
.0001649,.000104
.0000647,.0000408
.0006261,.0003949
.0000313,.0000197
.0001878,.0001185
.0002504,.000158
.0077946,.0049165
.0000313,.0000197
.000313,.0001975
.0001124,.0000709
.000313,.0001975
.0001878,.0001185
.0003443,.0002172
.0000626,.0000395
.0008765,.0005529
.0000313,.0000197
.0002817,.0001777
.0002817,.0001777
.0038504,.0024287
.0002817,.0001777
.0111442,.0070293
.0001925,.0001532
.0003744,.0002979
.0001248,.0000993
.0078632,.0062565
.0003094,.0002462
.0011859,.0009436
.0003161,.0002515
.0027459,.0021848
.0001427,.0001135
.0003744,.0002979
.0001248,.0000993
.1387918,.1104329
.0007569,.0006023
.0016226,.001291
.000568,.0004519
.0008737,.0006952
.0001248,.0000993
.0024963,.0019862
.0000731,.0000581
.0003744,.0002979
.0000483,.0000384
.0001447,.0001152
.0001496,.000119
.0002496,.0001986
.0011181,.0008897
.0011233,.0008938
.068023,.054124
1,.7956729
.0001862,.0001482
.0001248,.0000993
.0001248,.0000993
.0012481,.0009931
.0005518,.0004391
.0007489,.0005959
.0000332,.0000264
.00014,.0001114
.0000539,.0000429
.0002496,.0001986
.0000736,.0000586
.0002496,.0001986
.0000915,.0000728
.0006241,.0004966
.0001248,.0000993
.0005731,.000456
.0001248,.0000993
.0083625,.0066538
.0001641,.0001306
.0006241,.0004966
.000159,.0001265
.0002496,.0001986
.0003657,.000291
.0006241,.0004966
.0000467,.0000371
.0026211,.0020855
.0003315,.0002638
.0004393,.0003495
.000455,.000362
.0036196,.00288
.0002496,.0001986
.0028707,.0022841
.0000537,.0000428
.0002124,.0001693
.0002124,.0001693
.0068692,.0054733
.0000223,.0000177
.0000853,.000068
.0000259,.0000206
.0003514,.00028
.0001432,.0001141
.0000708,.0000564
.0000854,.0000681
.0019829,.0015799
.0000259,.0000206
.0001023,.0000815
.0000276,.000022
.0001074,.0000856
.0000275,.0000219
.0001635,.0001303
.0004957,.000395
.0022661,.0018056
.0008498,.0006771
.0006373,.0005078
.0000718,.0000572
.0001528,.0001217
.0000581,.0000463
.0001318,.000105
.0000231,.0000184
.0000839,.0000669
1,.7967874
.2113165,.1683743
.0000708,.0000564
.0002833,.0002257
.0000175,.0000139
.0000622,.0000495
.0002833,.0002257
.0012039,.0009592
.0011331,.0009028
.0047447,.0037805
.0001423,.0001134
.0002124,.0001693
.0000708,.0000564
.0000708,.0000564
.0003541,.0002821
.0012747,.0010157
.000062,.0000494
.0005665,.0004514
.0000939,.0000748
.0005665,.0004514
.0014871,.0011849
.0059486,.0047398
.0000577,.000046
.0001463,.0001166
.0004249,.0003386
.0072233,.0057554
.0005949,.000474
.0002833,.0002257
.0000695,.0000554
.0001416,.0001129
.0000856,.0000682
.0007082,.0005643
.0000638,.0000554
.0003677,.0003193
.0005912,.0005134
.0138497,.0120272
.0000265,.000023
.0001015,.0000881
.0000308,.0000267
.0003677,.0003193
.0001703,.0001479
.0001226,.0001064
.0001016,.0000882
.0024513,.0021287
.0000308,.0000267
.0001217,.0001057
.0000328,.0000285
.0001226,.0001064
.0001226,.0001064
.0001945,.0001689
.0001226,.0001064
.0024513,.0021287
.0003677,.0003193
.0013482,.0011708
.0000854,.0000742
.0002451,.0002129
.0000691,.00006
.0001226,.0001064
.0000274,.0000238
.0000998,.0000867
.1000123,.0868514
1,.8684078
.0001427,.0001239
.0006128,.0005322
.0000208,.000018
.0000739,.0000642
.0001226,.0001064
.0008579,.000745
.0003677,.0003193
.0025738,.0022351
.0001226,.0001064
.0008579,.000745
.0001262,.0001096
.0004903,.0004257
.0002451,.0002129
.0022062,.0019158
.0000737,.000064
.0033092,.0028738
.0001116,.0000969
.0004903,.0004257
.0004851,.0004213
.001961,.001703
.0000686,.0000596
.0002451,.0002129
.0004689,.0004072
.00956,.008302
.0007074,.0006143
.0004903,.0004257
.0000826,.0000717
.0003677,.0003193
.0001018,.0000884
.0003677,.0003193
.0002124,.0001096
.0010091,.0005205
.0001051,.0000542
.0111005,.0057251
.0000268,.0000138
.0001062,.0000548
.0001062,.0000548
.0016996,.0008766
.0000568,.0000293
.0005311,.0002739
.0002094,.000108
.0108349,.0055882
.0000438,.0000226
.0000531,.0000274
.0000355,.0000183
.0002656,.000137
.0000424,.0000219
.0002656,.000137
.0001986,.0001024
.0001593,.0000822
.0000531,.0000274
.0001062,.0000548
.0000531,.0000274
.0000531,.0000274
.0002194,.0001131
.000478,.0002465
.0000635,.0000327
.0002309,.0001191
.0002909,.0001501
.0005311,.0002739
1,.5157546
.7408647,.3821044
.0001593,.0000822
.0001062,.0000548
.0000531,.0000274
.0006905,.0003561
.0001705,.0000879
.0014871,.000767
.0000401,.0000207
.0001062,.0000548
.0000365,.0000188
.0006905,.0003561
.000478,.0002465
.0046208,.0023832
.0024432,.0012601
.1353304,.0697973
.0000671,.0000346
.0006905,.0003561
.0001971,.0001017
.0007967,.0004109
.0000531,.0000274
.0001292,.0000666
.0001593,.0000822
.0070108,.0036159
.0002656,.000137
.0010622,.0005479
.0000531,.0000274
.0004249,.0002191
.0000531,.0000274
.0115254,.0059443
.0000807,.0000695
.00234,.0020167
.0000831,.0000716
.0066973,.0057718
.0000212,.0000182
.0000807,.0000695
.0001054,.0000909
.0005648,.0004868
.0000449,.0000387
.0007262,.0006259
.0001655,.0001427
.0119422,.0102919
.0000347,.0000299
.0002421,.0002086
.0000281,.0000242
.0001614,.0001391
.0000335,.0000289
.0003228,.0002782
.000157,.0001353
.0001614,.0001391
.0000703,.0000606
.0000807,.0000695
.0000807,.0000695
.0001614,.0001391
.0001734,.0001495
.0008069,.0006954
.0000502,.0000433
.0002421,.0002086
.00023,.0001982
.0002421,.0002086
.0715727,.0616822
1,.8618116
.0000813,.0000701
.0001614,.0001391
.0000603,.0000519
.0003228,.0002782
.0001348,.0001162
.0005648,.0004868
.0000317,.0000273
.0000807,.0000695
.0000289,.0000249
.0006455,.0005563
.0000807,.0000695
.0016138,.0013908
.0003228,.0002782
.0492213,.0424195
.000053,.0000457
.0008876,.0007649
.0001558,.0001343
.0007262,.0006259
.0000403,.0000347
.0002421,.0002086
.0001198,.0001033
.0029049,.0025034
.0001614,.0001391
.0004035,.0003477
.0000509,.0000439
.0004035,.0003477
.0012069,.0010401
.0019366,.001669
.0000502,.0000328
.000502,.0003283
.0000355,.0000232
.0042164,.0027581
.0000708,.0000463
.000502,.0003283
.0008533,.0005582
.0417127,.0272856
.0000679,.0000444
.0000502,.0000328
.0016063,.0010507
.1325168,.0866836
.0002193,.0001435
.0005522,.0003612
.0001004,.0000657
.0000502,.0000328
.0002008,.0001313
.0008533,.0005582
.0000502,.0000328
.0003012,.000197
.0000442,.0000289
.0002008,.0001313
.0001193,.000078
.0001506,.0000985
.0006522,.0004266
.0006525,.0004269
.0000502,.0000328
.0003514,.0002298
.0001484,.0000971
.0003514,.0002298
.0000502,.0000328
.0041662,.0027253
1,.6541327
.2561992,.1675883
.0000317,.0000208
.0000502,.0000328
.0000534,.0000349
.0005522,.0003612
.0000391,.0000256
.0001238,.000081
.000045,.0000294
.0000502,.0000328
.0001712,.000112
.000251,.0001642
.0003514,.0002298
.0334304,.0218679
.0003012,.000197
.0007027,.0004597
.0001099,.0000719
.0002008,.0001313
.0000502,.0000328
.0001506,.0000985
.0000427,.0000279
.0014055,.0009194
.0002022,.0001323
.0002008,.0001313
.0001621,.000106
.0011043,.0007224
.0011043,.0007224
.0402068,.0263006
.0004264,.0003442
.0001606,.0001297
.0000463,.0000374
.0046586,.0037607
.0000921,.0000744
.0003213,.0002594
.0001606,.0001297
.0102811,.0082996
.0000884,.0000713
.0001803,.0001455
.0020056,.001619
.0944578,.0762523
.0002856,.0002305
.0004819,.000389
.0001591,.0001284
.0006186,.0004994
.0002083,.0001682
.0004819,.000389
.0000827,.0000668
.0001606,.0001297
.0000575,.0000464
.0001606,.0001297
.0001553,.0001253
.0003213,.0002594
.0008492,.0006855
.0012851,.0010374
.0007565,.0006107
.0009639,.0007781
.0001933,.000156
.0003788,.0003058
.0004693,.0003788
.0040161,.003242
.0578313,.0466851
1,.8072633
.0000413,.0000334
.0001742,.0001407
.0000695,.0000561
.0004819,.000389
.0000509,.0000411
.0001606,.0001297
.0000586,.0000473
.0004819,.000389
.0002229,.0001799
.0004819,.000389
.0003832,.0003094
.0338956,.0273627
.0000995,.0000803
.0001606,.0001297
.0001431,.0001155
.0003855,.0003112
.0001437,.000116
.0004819,.000389
.0000556,.0000449
.0033735,.0027233
.0002633,.0002125
.0004819,.000389
.000211,.0001704
.0025703,.0020749
.0003213,.0002594
.0107631,.0086886
.0000229,.0000198
.0000492,.0000425
.0001967,.00017
.0029018,.0025081
6.44e-06,5.57e-06
.0000247,.0000213
.0000139,.000012
.0001967,.00017
.0000276,.0000239
.0000984,.000085
.0000392,.0000339
.0020165,.0017429
.0000103,8.91e-06
.0000408,.0000352
9.24e-06,7.98e-06
.0000359,.000031
.0000123,.0000106
.000073,.0000631
.0000492,.0000425
.0003443,.0002976
.001328,.0011478
.002951,.0025506
.0000492,.0000425
.0000431,.0000372
.0000197,.000017
.0000446,.0000386
8.64e-06,7.47e-06
.0000314,.0000272
.0002951,.0002551
.0008853,.0007652
.0000492,.0000425
.0001476,.0001275
7.84e-06,6.78e-06
.0000492,.0000425
1,.8643191
.128615,.1111644
.0013771,.0011903
.0056069,.0048462
.0000215,.0000186
.0000492,.0000425
.0000221,.0000191
.0000492,.0000425
.0004918,.0004251
.0023116,.001998
.0000414,.0000358
.0005902,.0005101
.0000189,.0000164
.0002951,.0002551
.0000669,.0000578
.0000984,.000085
.000016,.0000138
.0000405,.000035
.0001967,.00017
.0041806,.0036134
.0001955,.000169
.0000492,.0000425
.0000238,.0000206
.0000984,.000085
.0000517,.0000447
.0003935,.0003401
.000043,.000038
.0002967,.0002622
.0000989,.0000874
.0125606,.0111
.0000121,.0000107
.0000463,.0000409
.000026,.000023
.0003956,.0003496
.0000517,.0000457
.0006923,.0006118
.0000735,.000065
.0078133,.0069047
.0000193,.0000171
.0000989,.0000874
.0000173,.0000153
.0000673,.0000595
.000023,.0000203
.0003956,.0003496
.0001886,.0001666
.000989,.000874
.0001978,.0001748
.0014835,.001311
.0000989,.0000874
.0000989,.0000874
.0000989,.0000874
.0000989,.0000874
.0000162,.0000143
.0000989,.0000874
.0015858,.0014014
.0014835,.001311
.0001236,.0001093
.0007912,.0006992
.0000147,.000013
.0000989,.0000874
.0721986,.0638032
1,.8837181
.0001978,.0001748
.0046484,.0041079
.0000403,.0000356
.0001278,.0001129
.0000414,.0000366
.0000989,.0000874
.0006923,.0006118
.0044506,.0039331
.0000776,.0000686
.0069232,.0061181
.0000355,.0000314
.000193,.0001706
.0001254,.0001108
.0000989,.0000874
.0000299,.0000264
.0000989,.0000874
.0002147,.0001898
.0099891,.0088276
.0003664,.0003238
.0001978,.0001748
.0000446,.0000394
.0000989,.0000874
.0000969,.0000857
.0002967,.0002622
.00003,.0000226
.0000788,.0000595
.0002226,.000168
.0055653,.0041986
6.35e-06,4.79e-06
.000242,.0001825
.0000135,.0000102
.0000605,.0000456
.0000265,.00002
.0000605,.0000456
.0000358,.000027
.0022382,.0016886
9.34e-06,7.04e-06
.0000369,.0000278
8.58e-06,6.47e-06
.0000334,.0000252
.0000105,7.89e-06
.0000605,.0000456
.000242,.0001825
.0004839,.0003651
.0003025,.0002282
.0004839,.0003651
.0000269,.0000203
.0000573,.0000432
.0000222,.0000168
.000121,.0000913
8.73e-06,6.58e-06
.0000317,.0000239
.000363,.0002738
.0006654,.000502
.0000605,.0000456
.0003025,.0002282
8.21e-06,6.19e-06
.0000292,.000022
.0008469,.0006389
.0016333,.0012322
1,.7544332
.3018571,.227731
.0000217,.0000164
.0000605,.0000456
.0000196,.0000148
.0000605,.0000456
.0005444,.0004107
.0015728,.0011866
.0000498,.0000375
.0011494,.0008671
.0000209,.0000157
.0001815,.0001369
.0000895,.0000675
.0000605,.0000456
.0000151,.0000114
.0000605,.0000456
.000285,.000215
.004295,.0032403
.0001357,.0001024
.0000605,.0000456
.0000205,.0000155
.0000901,.0000679
.0000568,.0000429
.000363,.0002738
.0000593,.0000537
.0003456,.0003129
.0002592,.0002347
.0118379,.0107177
.0000126,.0000114
.0001728,.0001565
.0000267,.0000241
.0001728,.0001565
.0001728,.0001565
.0003456,.0003129
.0000709,.0000642
.0106282,.0096225
.0000185,.0000167
.0000864,.0000782
.000017,.0000154
.0001728,.0001565
.0000207,.0000187
.0005184,.0004694
.0003815,.0003454
.0005184,.0004694
.000992,.0008981
.0006049,.0005476
.0000533,.0000483
.0000864,.0000782
.000044,.0000398
.0002592,.0002347
.0000173,.0000156
.0000864,.0000782
.0015879,.0014377
.0016418,.0014864
.0001818,.0001646
.0005184,.0004694
.0000162,.0000147
.0000864,.0000782
.0003456,.0003129
.0016418,.0014864
.0541778,.0490512
1,.9053746
.0000429,.0000388
.000136,.0001231
.0000387,.0000351
.0002592,.0002347
.0001728,.0001565
.0016418,.0014864
.0000985,.0000892
.0057029,.0051633
.0000864,.0000782
.0001728,.0001565
.0001771,.0001603
.0003456,.0003129
.0000299,.000027
.0000864,.0000782
.0000864,.0000782
.0055301,.0050068
.0002686,.0002432
.0003559,.0003222
.0000406,.0000368
.0001728,.0001565
.0001125,.0001019
.0007777,.0007041
.0000289,.0000235
.0000761,.0000619
.0000623,.0000507
.000259,.0002107
.00005,.0000407
.0001915,.0001558
.0000149,.0000121
.0006475,.0005269
.000259,.0002107
.000518,.0004215
.0000663,.0000539
.0006475,.0005269
.0000267,.0000217
.0001055,.0000859
.0000427,.0000348
.0001662,.0001352
.0000229,.0000187
.0001365,.0001111
.0000946,.000077
.0003086,.0002511
.0000425,.0000346
.0001274,.0001037
.0000626,.0000509
.0001331,.0001083
.0000624,.0000508
.0001416,.0001152
.0000246,.00002
.0000895,.0000728
.001036,.000843
.004921,.0040041
.0000446,.0000363
.0001295,.0001054
.0000124,.0000101
.0000442,.0000359
.0000277,.0000225
.0001166,.0000949
.0000448,.0000364
.0002192,.0001783
1,.8136772
.2057757,.167435
.0006592,.0005363
.0031089,.0025296
.0000881,.0000717
.0003191,.0002597
.0000223,.0000181
.0011655,.0009483
.0004451,.0003621
.0003885,.0003161
.0003922,.0003192
.0010568,.0008599
.000159,.0001294
.0004034,.0003282
.0000547,.0000445
.0011655,.0009483
.0009065,.0007376
.0011655,.0009483
.0001005,.0000818
.0004408,.0003587
.0000373,.0000303
.0001295,.0001054
.000043,.0000369
.0001132,.0000971
.0000927,.0000796
.0035108,.0030121
.0000743,.0000638
.0002848,.0002444
.0000221,.000019
.0002998,.0002572
.0025489,.0021868
.0005851,.000502
.0000986,.0000846
.0046811,.0040161
.0000397,.0000341
.000157,.0001347
.0000636,.0000546
.0002472,.0002121
.0000341,.0000293
.0002031,.0001742
.0001407,.0001207
.000459,.0003938
.0000632,.0000542
.0001896,.0001627
.0000931,.0000798
.000198,.0001699
.0000929,.0000797
.0002106,.0001807
.0000366,.0000314
.0001331,.0001142
.0008777,.000753
.0122879,.0105423
.0000664,.000057
.0002926,.000251
.0000185,.0000158
.0000657,.0000564
.0000411,.0000353
.0001735,.0001488
.0000666,.0000571
.0003261,.0002797
.1240491,.1064271
1,.857943
.0009805,.0008412
.0005851,.000502
.0001311,.0001125
.0002926,.000251
.0000331,.0000284
.0014628,.001255
.0006621,.000568
.0011703,.001004
.0005835,.0005006
.0015721,.0013488
.0002365,.0002029
.0006001,.0005149
.0000814,.0000698
.0017554,.001506
.0007122,.000611
.0002926,.000251
.0001495,.0001283
.0006558,.0005626
.0000554,.0000476
.0005851,.000502
.0000121,.0000109
.0000319,.0000286
.0000192,.0000171
.0000863,.0000772
.0000337,.0000302
.0001293,.0001157
8.96e-06,8.01e-06
.0001215,.0001087
.0013812,.0012353
.0003453,.0003088
.0000863,.0000772
.000518,.0004632
.0000215,.0000192
.0000848,.0000759
.0000367,.0000328
.0001427,.0001277
.0000195,.0000175
.0001163,.000104
.0000279,.000025
.0000911,.0000815
.0000227,.0000203
.0000679,.0000608
.0000197,.0000176
.0000418,.0000374
.0000279,.0000249
.0003453,.0003088
.0000147,.0000131
.0000534,.0000478
.0001727,.0001544
.0000863,.0000772
.0000863,.0000772
.0000863,.0000772
6.86e-06,6.13e-06
.0000244,.0000218
.0000136,.0000122
.0000575,.0000514
.0000194,.0000174
.0000863,.0000772
.0000863,.0000772
.0010027,.0008967
1,.8943541
.1081664,.0967391
.0000314,.0000281
.0001137,.0001017
.0000109,9.78e-06
.0003453,.0003088
.0000933,.0000835
.0001727,.0001544
.0000787,.0000704
.0002122,.0001897
.0001462,.0001307
.0003708,.0003317
.0000177,.0000159
.0006906,.0006176
.0010359,.0009265
.000518,.0004632
.0001199,.0001072
.0001727,.0001544
.0000194,.0000174
.0001727,.0001544
.00003,.0000276
.0000789,.0000727
.0000473,.0000436
.0008373,.0007717
.0000833,.0000768
.0003194,.0002944
.0000221,.0000204
.0002791,.0002572
.0005582,.0005145
.0013955,.0012862
.0001166,.0001074
.0008373,.0007717
.000053,.0000488
.0002791,.0002572
.0000907,.0000836
.0003525,.0003249
.0000483,.0000445
.0002872,.0002647
.000069,.0000636
.0002251,.0002075
.0000559,.0000516
.0001678,.0001546
.0000485,.0000447
.0008373,.0007717
.0000689,.0000635
.0001562,.0001439
.0000363,.0000334
.0001319,.0001216
.0003394,.0003128
.0006652,.0006131
.0000481,.0000444
.0002791,.0002572
.0000169,.0000156
.0000603,.0000556
.0000337,.000031
.000142,.0001309
.0000479,.0000442
.0002346,.0002162
.0007815,.0007203
.0024761,.0022822
.0608429,.056078
1,.9216854
.0000776,.0000715
.0016746,.0015434
.000027,.0000249
.0008373,.0007717
.0002304,.0002124
.0025119,.0023151
.0002791,.0002572
.0005582,.0005145
.000361,.0003327
.0009158,.0008441
.0000438,.0000404
.0013955,.0012862
.0005582,.0005145
.0002791,.0002572
.0002961,.0002729
.0005582,.0005145
.000048,.0000442
.0008373,.0007717
.0000662,.0000465
.0002429,.0001704
.0000883,.0000619
.0083915,.0058849
.0000139,9.72e-06
.0000221,.0000155
.0000276,.0000194
.000265,.0001858
.0000439,.0000308
.0001104,.0000774
.0000442,.000031
.0070886,.0049712
.0000167,.0000117
.0000661,.0000464
.0000162,.0000114
.0001104,.0000774
.000016,.0000112
.0000883,.0000619
.0000221,.0000155
.0004858,.0003407
.0002429,.0001704
.0007287,.0005111
.0001826,.0001281
.0001104,.0000774
.0000662,.0000465
.0001767,.0001239
.0000217,.0000152
.0000788,.0000553
.0003463,.0002429
.0001546,.0001084
.0003312,.0002323
.0026499,.0018584
.0000223,.0000156
.0000221,.0000155
.0002429,.0001704
.0003754,.0002633
.0002208,.0001549
.001325,.0009292
.0000361,.0000253
.0001767,.0001239
.0000268,.0000188
.0001767,.0001239
1,.7012905
.3572343,.2505251
.0001104,.0000774
.0094294,.0066127
.0000221,.0000155
.0000883,.0000619
.0000221,.0000155
.0005521,.0003872
.0000285,.00002
.0000883,.0000619
.0003312,.0002323
.0297898,.0208913
.0003092,.0002168
.0005079,.0003562
.0000662,.0000465
.0001987,.0001394
.000147,.0001031
.0020758,.0014557
.0002823,.0002511
.0002681,.0002385
.0003704,.0003296
.0085791,.0076326
.0000206,.0000183
.0000894,.0000795
.0000411,.0000366
.0000894,.0000795
.0000653,.0000581
.0003575,.000318
.000097,.0000863
.0065237,.0058039
.0000249,.0000221
.0000984,.0000875
.0000241,.0000214
.0003575,.000318
.0000238,.0000212
.0003575,.000318
.0007872,.0007004
.0010724,.0009541
.0001102,.000098
.0008937,.0007951
.0002716,.0002417
.000578,.0005142
.0001195,.0001063
.0000894,.0000795
.0000322,.0000287
.0001172,.0001043
.0005152,.0004583
.0005362,.000477
.0007898,.0007027
.0017873,.0015901
.0000331,.0000295
.0001178,.0001048
.0000894,.0000795
.0004468,.0003975
.0003197,.0002844
.0011618,.0010336
.0000537,.0000478
.0002681,.0002385
.0000399,.0000355
.0001787,.000159
.0771224,.0686135
1,.8896704
.0002106,.0001874
.0075067,.0066785
.0000807,.0000718
.0004468,.0003975
.0004276,.0003804
.0001787,.000159
.0000424,.0000377
.0002681,.0002385
.0001787,.000159
.0075961,.006758
.0001787,.000159
.0004468,.0003975
.0000469,.0000417
.0003575,.000318
.0002187,.0001946
.0006256,.0005565
.00008,.0000216
.0006545,.0001768
.0000102,2.74e-06
.0004757,.0001285
3.61e-06,9.76e-07
.0000138,3.74e-06
.000038,.0000103
.0005158,.0001393
7.06e-06,1.91e-06
.0000144,3.89e-06
.0000428,.0000116
.0019634,.0005304
7.68e-06,2.08e-06
.0000304,8.21e-06
5.42e-06,1.46e-06
.0000211,5.69e-06
8.11e-06,2.19e-06
.0000483,.000013
.0000174,4.70e-06
.0000568,.0000153
.0000137,3.69e-06
.000041,.0000111
.0000165,4.45e-06
.000035,9.47e-06
.0000254,6.87e-06
.0000577,.0000156
9.87e-06,2.67e-06
.0000359,9.70e-06
.0000355,9.58e-06
.0000695,.0000188
.0006188,.0001672
.0006545,.0001768
.0000198,5.35e-06
.0000705,.0000191
.0000113,3.05e-06
.0000476,.0000129
.0000218,5.89e-06
.0001067,.0000288
4.72e-06,1.28e-06
.000015,4.04e-06
4.83e-06,1.30e-06
.0000228,6.15e-06
.0000733,.0000198
.0002655,.0000717
1,.2701572
2.691099,.7270199
7.35e-06,1.99e-06
.0006545,.0001768
.0000183,4.95e-06
.0000494,.0000133
7.00e-06,1.89e-06
.0000178,4.80e-06
.0000138,3.73e-06
.0006545,.0001768
.0000269,7.27e-06
.0000357,9.63e-06
.0000102,2.75e-06
.0000447,.0000121
.0006545,.0001768
.0019634,.0005304
.0000787,.0000772
.0002138,.0002099
9.99e-06,9.81e-06
.000695,.0006822
3.56e-06,3.49e-06
.0000136,.0000134
.0000374,.0000367
.0000535,.0000525
6.95e-06,6.82e-06
.0000535,.0000525
.0000421,.0000413
.0016038,.0015743
7.56e-06,7.42e-06
.0000535,.0000525
5.33e-06,5.23e-06
.0000535,.0000525
7.98e-06,7.84e-06
.0001069,.000105
.0000171,.0000168
.0001069,.000105
.0000135,.0000132
.0000403,.0000396
.0000162,.0000159
.0000345,.0000339
.000025,.0000246
.0001069,.000105
9.71e-06,9.53e-06
.0000353,.0000347
.0000349,.0000343
.0000684,.0000671
.0000535,.0000525
.0012296,.001207
.0000195,.0000191
.0000694,.0000681
.0000111,.0000109
.0000535,.0000525
.0000215,.0000211
.0001604,.0001574
4.65e-06,4.56e-06
.0001069,.000105
4.75e-06,4.67e-06
.0000224,.000022
.0000722,.0000708
.0002613,.0002565
.0093553,.0091835
1,.9816368
7.23e-06,7.10e-06
.0000393,.0000386
.000018,.0000177
.0001604,.0001574
6.89e-06,6.76e-06
.0000535,.0000525
.0000136,.0000133
.0011761,.0011545
.0001069,.000105
.0000535,.0000525
.00001,9.85e-06
.0002138,.0002099
.0011513,.0011301
.000695,.0006822
.0000232,.0000191
.0000695,.0000574
.0000463,.0000383
.0020851,.0017223
.0000463,.0000383
.0000232,.0000191
.0000166,.0000137
.0006719,.000555
.0000695,.0000574
.0009035,.0007463
.0000232,.0000191
.0156149,.0128984
.0000291,.0000241
.0000463,.0000383
.0000463,.0000383
.0001981,.0001636
.0000215,.0000177
.0000695,.0000574
.0000754,.0000622
.0001158,.0000957
.000024,.0000198
.000072,.0000595
.0001225,.0001012
.0000927,.0000765
.0002085,.0001722
.0000463,.0000383
.0000376,.000031
.0001158,.0000957
.0001158,.0000957
.0023399,.0019328
.0000232,.0000191
.0018302,.0015118
.0000232,.0000191
.0000232,.0000191
.0000167,.0000138
.0000703,.0000581
.0000232,.0000191
.0000463,.0000383
.000417,.0003445
.0007877,.0006507
.0001331,.00011
.0006487,.0005358
.000139,.0001148
.0004402,.0003636
.0000237,.0000196
.0021777,.0017989
1,.8260311
.1743351,.1440062
.0000232,.0000191
.000973,.0008038
.0000695,.0000574
.0001853,.0001531
.0000695,.0000574
.0016449,.0013587
.0004633,.0003827
.0010657,.0008803
.0000838,.0000693
.0001622,.000134
.0000414,.0000342
.0012974,.0010717
.0002019,.0001868
.0005046,.0004669
.000079,.0000731
